AncSpider.py: Starting start_requests
      "page_number": 1,
      "total_records": 180,
      "order_option": "ASC",
      "total_page": 9
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1147",
  "name": "Alki Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Alki Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:36.981756"
}

Supabase result: data=[{'id': 1147, 'name': 'Alki Playfield Tennis Court 02', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Alki Playfield', 'available_times': '', 'last_updated': '2024-11-07T10:20:36.981756+00:00'}] count=None

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1146",
  "name": "Alki Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Alki Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:20:38.472301"
}

Supabase result: data=[{'id': 1146, 'name': 'Alki Playfield Tennis Court 01', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Alki Playfield', 'available_times': '', 'last_updated': '2024-11-07T10:20:38.472301+00:00'}] count=None

Spider initialized
Tomorrow's date set to: 11/08/2024

Starting requests

Getting CSRF token
CSRF Token: 6aa52c37-132b-43d0-9304-7ebcf963ec9f

Attempting login...

Processing login response
Login successful

Parsing facilities
Found 20 facilities

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1146?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1147?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/279?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/280?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/281?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/282?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/283?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/284?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1319?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1320?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1315?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1316?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1317?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1318?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1323?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1324?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1325?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1326?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1330?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1331?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003899

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1331",
  "name": "David Rodgers Park Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "David Rodgers Park",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:00.074061"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1330",
  "name": "David Rodgers Park Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "David Rodgers Park",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:01.217059"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1326",
  "name": "Bryant Playground Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bryant Playground",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:02.299981"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1325",
  "name": "Bryant Playground Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bryant Playground",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:03.740201"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1324",
  "name": "Brighton Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Brighton Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:05.142656"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1323",
  "name": "Brighton Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Brighton Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:06.594707"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1318",
  "name": "Bitter Lake Playfield Tennis Court 04",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:07.805588"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1317",
  "name": "Bitter Lake Playfield Tennis Court 03",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:09.200456"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1316",
  "name": "Bitter Lake Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:10.629574"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "Date range",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 30,
      "order_option": "ASC",
      "total_page": 2
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1315",
  "name": "Bitter Lake Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:11.949310"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1320",
  "name": "Beacon Hill Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Beacon Hill Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:13.401460"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "Date range",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 1052,
      "order_option": "ASC",
      "total_page": 53
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1319",
  "name": "Beacon Hill Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Beacon Hill Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:14.781467"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "284",
  "name": "AYTC Outdoor Tennis Court 06",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:15.932839"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "283",
  "name": "AYTC Outdoor Tennis Court 05",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:17.340844"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "282",
  "name": "AYTC Outdoor Tennis Court 04",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:18.388309"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "281",
  "name": "AYTC Outdoor Tennis Court 03",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:19.728771"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "280",
  "name": "AYTC Outdoor Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:20.400248"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "279",
  "name": "AYTC Outdoor Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (AYTC)",
  "address": "Amy Yee Tennis Center (AYTC)",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:21.733361"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1147",
  "name": "Alki Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Alki Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:22.578598"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1146",
  "name": "Alki Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Alki Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:25:23.366759"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}
